ID	LABEL	Type
http://www.ifomis.org/bfo/1.1/span#TimeInstant	Time_Instant	Class
http://www.ifomis.org/bfo/1.1/span#TimeInterval	Time_Interval	Class
http://www.modiag.it#ADAS	Alzheimer’s_Disease_Assessment_Scale	Class
http://www.modiag.it#APOEGenotyping	Apolipoprotein_E_Genotyping	Class
http://www.modiag.it#AttentionAndCalculationItem	Attention_and_Calculation_Item	Class
http://www.modiag.it#BehaviouralAssessment	Behavioural_Assessment	Class
http://www.modiag.it#CCI	Cognitive_Change_Index	Class
http://www.modiag.it#CDR	Clinical_Dementia_Rating_Scale	Class
http://www.modiag.it#CDRItem	CDR_Item	Class
http://www.modiag.it#CDR_CommunityAffairsItem	CDR_Community_Affairs_Item	Class
http://www.modiag.it#CDR_HomeAndHobbiesItem	CDR_Home_and_Hobbies_Item	Class
http://www.modiag.it#CDR_JudgementAndProblemSolvingItem	CDR_Judgement_and_Problem_Solving_Item	Class
http://www.modiag.it#CDR_MemoryItem	CDR_Memory_Item	Class
http://www.modiag.it#CDR_OrientationItem	CDR_Orientation_Item	Class
http://www.modiag.it#CDR_PersonalCareItem	CDR_Personal_Care_Item	Class
http://www.modiag.it#CheckItem	Check_Item	Class
http://www.modiag.it#ClinicalExam	Clinical_Exam	Class
http://www.modiag.it#CognitiveAssessment	Cognitive_Assessment	Class
http://www.modiag.it#CopyingItem	Copying_Item	Class
http://www.modiag.it#DNA_MethylationProfiling	DNA_Methylation_Profiling	Class
http://www.modiag.it#DailyFunctioningItem	Daily_Functioning_Item	Class
http://www.modiag.it#DepressionItem	Depression_Item	Class
http://www.modiag.it#ECG	Electrocardiography	Class
http://www.modiag.it#EatingItem	Eating_Item	Class
http://www.modiag.it#EvaluationItem	Evaluation_Item	Class
http://www.modiag.it#Examination	Examination	Class
http://www.modiag.it#FAQ	Functional_Activities_Questionnaire	Class
http://www.modiag.it#FAQItem	FAQ_Item	Class
http://www.modiag.it#FAQ_BeveragesItem	FAQ_Beverages_Item	Class
http://www.modiag.it#FAQ_EventsItem	FAQ_Events_Item	Class
http://www.modiag.it#FAQ_FinancesItem	FAQ_Finances_Item	Class
http://www.modiag.it#FAQ_FormsItem	FAQ_Forms_Item	Class
http://www.modiag.it#FAQ_GamesItem	FAQ_Games_Item	Class
http://www.modiag.it#FAQ_MealItem	FAQ_Meal_Item	Class
http://www.modiag.it#FAQ_MemoryItem	FAQ_Memory_Item	Class
http://www.modiag.it#FAQ_ShopItem	FAQ_Shop_Item	Class
http://www.modiag.it#FAQ_TelevisionItem	FAQ_Television_Item	Class
http://www.modiag.it#FAQ_TravelItem	FAQ_Travel_Item	Class
http://www.modiag.it#FCI-SF	Financial_Capacity_Instrument_Short_Form	Class
http://www.modiag.it#FunctionalAssessment	Functional_Assessment	Class
http://www.modiag.it#GDS	Geriatric_Depression_Scale	Class
http://www.modiag.it#GDSItem	GDS_Item	Class
http://www.modiag.it#GDS_AliveFeelingItem	GDS_Alive_Feeling_Item	Class
http://www.modiag.it#GDS_BoredomeItem	GDS_Boredome_Item	Class
http://www.modiag.it#GDS_DroppingItem	GDS_Dropping_Item	Class
http://www.modiag.it#GDS_EmptinessItem	GDS_Emptiness_Item	Class
http://www.modiag.it#GDS_EnergyItem	GDS_Energy_Item	Class
http://www.modiag.it#GDS_FearItem	GDS_Fear_Item	Class
http://www.modiag.it#GDS_GoodSpiritItem	GDS_Good_Spirit_Item	Class
http://www.modiag.it#GDS_HappinessItem	GDS_Happiness_Item	Class
http://www.modiag.it#GDS_HelplessnessItem	GDS_Helplessness_Item	Class
http://www.modiag.it#GDS_HomeStayingItem	GDS_Home_Staying_Item	Class
http://www.modiag.it#GDS_HopeItem	GDS_Hope_Item	Class
http://www.modiag.it#GDS_MemoryItem	GDS_Memory_Item	Class
http://www.modiag.it#GDS_PeopleItem	GDS_People_Item	Class
http://www.modiag.it#GDS_SatisfactionItem	GDS_Satisfaction_Item	Class
http://www.modiag.it#GDS_WorthlessItem	GDS_Worthless_Item	Class
http://www.modiag.it#GeneExpression	Gene_Expression	Class
http://www.modiag.it#GeneticExam	Genetic_Exam	Class
http://www.modiag.it#Genotyping	Genotyping	Class
http://www.modiag.it#LanguageItem	Language_Item	Class
http://www.modiag.it#MHIS	Modified_Hachinski_Ischemia_Scale	Class
http://www.modiag.it#MMSE	Mini-Mental_State_Examination	Class
http://www.modiag.it#MMSEItem	MMSE_Item	Class
http://www.modiag.it#MMSE_AttentionAndCalculationItem_1	MMSE_Attention_and_Calculation_Item_1	Class
http://www.modiag.it#MMSE_AttentionAndCalculationItem_2	MMSE_Attention_and_Calculation_Item_2	Class
http://www.modiag.it#MMSE_AttentionAndCalculationItem_3	MMSE_Attention_and_Calculation_Item_3	Class
http://www.modiag.it#MMSE_AttentionAndCalculationItem_4	MMSE_Attention_and_Calculation_Item_4	Class
http://www.modiag.it#MMSE_AttentionAndCalculationItem_5	MMSE_Attention_and_Calculation_Item_5	Class
http://www.modiag.it#MMSE_LanguageItem_1	MMSE_Language_Item_1	Class
http://www.modiag.it#MMSE_LanguageItem_2	MMSE_Language_Item_2	Class
http://www.modiag.it#MMSE_LanguageItem_3	MMSE_Language_Item_3	Class
http://www.modiag.it#MMSE_LanguageItem_4	MMSE_Language_Item_4	Class
http://www.modiag.it#MMSE_LanguageItem_5	MMSE_Language_Item_5	Class
http://www.modiag.it#MMSE_LanguageItem_6	MMSE_Language_Item_6	Class
http://www.modiag.it#MMSE_LanguageItem_7	MMSE_Language_Item_7	Class
http://www.modiag.it#MMSE_LanguageItem_8	MMSE_Language_Item_8	Class
http://www.modiag.it#MMSE_LanguageItem_9	MMSE_Language_Item_9	Class
http://www.modiag.it#MMSE_OrientationItem_1	MMSE_Orientation_Item_1	Class
http://www.modiag.it#MMSE_OrientationItem_10	MMSE_Orientation_Item_10	Class
http://www.modiag.it#MMSE_OrientationItem_2	MMSE_Orientation_Item_2	Class
http://www.modiag.it#MMSE_OrientationItem_3	MMSE_Orientation_Item_3	Class
http://www.modiag.it#MMSE_OrientationItem_4	MMSE_Orientation_Item_4	Class
